url	Project	Assembly	Type	Biosource	Assay	Replicate	Dataset	Description	Lab	Publications	Accession	Experiment	name	color	altColor
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b398b4a1-c631-4116-8fd0-f26952ebbcd2/4DNFIC9E3DQD.bed.gz	External	GRCm38	boundaries	thymocyte with Lbr-/-	HindIII	merged replicates	Hi-C on thymocytes +/- Lbr		Job Dekker, UMMS	Falk M et al. (2019) PMID:31168090	4DNFIC9E3DQD	DNESUWH55N3	boundaries for thymocyte with Lbr-/- Dilution Hi-C HindIII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/afab8f47-af10-4f41-a025-ce420076830a/4DNFI7ZF9XFW.bw	External	GRCm38	insulation score-diamond	thymocyte with Lbr-/-	HindIII	merged replicates	Hi-C on thymocytes +/- Lbr		Job Dekker, UMMS	Falk M et al. (2019) PMID:31168090	4DNFI7ZF9XFW	DNESUWH55N3	insulation score-diamond for thymocyte with Lbr-/- Dilution Hi-C HindIII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/37ab739d-9825-438c-9f7e-3f23fc0b7a71/4DNFIBCYGG71.bw	External	GRCm38	compartments	thymocyte with Lbr-/-	HindIII	merged replicates	Hi-C on thymocytes +/- Lbr		Job Dekker, UMMS	Falk M et al. (2019) PMID:31168090	4DNFIBCYGG71	DNESUWH55N3	compartments for thymocyte with Lbr-/- Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f9ac8cb2-a1b5-4928-b2aa-f40c770b5428/4DNFICKWAEXJ.bed.gz	External	GRCm38	boundaries	thymocyte	HindIII	merged replicates	Hi-C on thymocytes +/- Lbr		Job Dekker, UMMS	Falk M et al. (2019) PMID:31168090	4DNFICKWAEXJ	DNESX6A3WDX	boundaries for thymocyte Dilution Hi-C HindIII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/5812a722-0d6d-4157-b775-01d2b8e28d4a/4DNFIJF73VUU.bw	External	GRCm38	insulation score-diamond	thymocyte	HindIII	merged replicates	Hi-C on thymocytes +/- Lbr		Job Dekker, UMMS	Falk M et al. (2019) PMID:31168090	4DNFIJF73VUU	DNESX6A3WDX	insulation score-diamond for thymocyte Dilution Hi-C HindIII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b7c1d648-c1a7-402b-96fc-0e9c616d54ba/4DNFIGK5OASZ.bw	External	GRCm38	compartments	thymocyte	HindIII	merged replicates	Hi-C on thymocytes +/- Lbr		Job Dekker, UMMS	Falk M et al. (2019) PMID:31168090	4DNFIGK5OASZ	DNESX6A3WDX	compartments for thymocyte Dilution Hi-C HindIII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4698670c-1c0e-4d7c-9906-2b5d98cb4c6f/4DNFIHCF99B5.bed.gz	External	GRCm38	boundaries	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFIHCF99B5	DNES1NX2TKW	boundaries for ES-E14TG2a in situ Hi-C DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/dfe47343-08e7-48aa-ac1e-7cfbef055ded/4DNFIUJ5CJVN.bw	External	GRCm38	insulation score-diamond	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFIUJ5CJVN	DNES1NX2TKW	insulation score-diamond for ES-E14TG2a in situ Hi-C DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/33699445-621b-40d3-8289-3e1bec0e5e71/4DNFILVWOR9Y.bw	External	GRCm38	compartments	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFILVWOR9Y	DNES1NX2TKW	compartments for ES-E14TG2a in situ Hi-C DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d5099845-fc5e-488b-b459-d04916e9aae8/4DNFIX435URD.bed.gz	External	GRCm38	boundaries	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFIX435URD	DNESQT4SR5G	boundaries for ES-E14TG2a in situ Hi-C DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/19e46207-aba9-4d04-a5d9-2d025c5e2828/4DNFI8YJNJVR.bw	External	GRCm38	insulation score-diamond	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFI8YJNJVR	DNESQT4SR5G	insulation score-diamond for ES-E14TG2a in situ Hi-C DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/66a343c6-7a80-42de-b37f-10b8480a9173/4DNFIKZLP6KO.bw	External	GRCm38	compartments	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFIKZLP6KO	DNESQT4SR5G	compartments for ES-E14TG2a in situ Hi-C DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/ccb9c52a-3595-49a9-8154-d0380ebbf2d2/4DNFINE4HYK4.bed.gz	External	GRCm38	boundaries	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFINE4HYK4	DNES3Y26CEU	boundaries for ES-E14TG2a in situ Hi-C DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d02aba78-c967-4c65-83cb-775025be14c8/4DNFIWBTZUVH.bw	External	GRCm38	insulation score-diamond	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFIWBTZUVH	DNES3Y26CEU	insulation score-diamond for ES-E14TG2a in situ Hi-C DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4c8333e7-121e-452f-b2e9-7722077f2316/4DNFI44ES4VP.bw	External	GRCm38	compartments	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFI44ES4VP	DNES3Y26CEU	compartments for ES-E14TG2a in situ Hi-C DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/cab7662e-fd29-4208-b17b-e39702c29507/4DNFIW3Y6T3W.bed.gz	External	GRCm38	boundaries	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFIW3Y6T3W	DNESUUFHGKJ	boundaries for ES-E14TG2a in situ Hi-C DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/bb981e46-1edc-482f-9b86-1b57aba7dff7/4DNFI374D6IH.bw	External	GRCm38	insulation score-diamond	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFI374D6IH	DNESUUFHGKJ	insulation score-diamond for ES-E14TG2a in situ Hi-C DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8a12216c-a47f-402f-936f-29eddf9429b6/4DNFIGPQFV6A.bw	External	GRCm38	compartments	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFIGPQFV6A	DNESUUFHGKJ	compartments for ES-E14TG2a in situ Hi-C DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/bbd239b2-fe7f-40f6-a789-b46cd5c0501e/4DNFIOHZWR35.bed.gz	External	GRCm38	boundaries	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFIOHZWR35	DNESGC3Z7E3	boundaries for ES-E14TG2a in situ Hi-C DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/0c94ab00-15f6-42c2-aea4-6287bd475df1/4DNFII6BCBEE.bw	External	GRCm38	insulation score-diamond	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFII6BCBEE	DNESGC3Z7E3	insulation score-diamond for ES-E14TG2a in situ Hi-C DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b35dc8bc-9b3b-43d4-abb6-69e7213dbcdc/4DNFIRFVH5MW.bw	External	GRCm38	compartments	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFIRFVH5MW	DNESGC3Z7E3	compartments for ES-E14TG2a in situ Hi-C DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/7cb6490a-e869-4977-804b-b6934c9b0252/4DNFIJQJ9DS4.bed.gz	External	GRCm38	boundaries	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFIJQJ9DS4	DNES68MSHVU	boundaries for ES-E14TG2a in situ Hi-C DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/34ac8e34-5630-4c4d-a822-c0206e1d524c/4DNFI8I34GZ4.bw	External	GRCm38	insulation score-diamond	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFI8I34GZ4	DNES68MSHVU	insulation score-diamond for ES-E14TG2a in situ Hi-C DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c3ea4edd-f37c-42d9-bad1-6e357523bf43/4DNFIMB6DOU3.bw	External	GRCm38	compartments	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFIMB6DOU3	DNES68MSHVU	compartments for ES-E14TG2a in situ Hi-C DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4dbbe9b5-e46c-40ac-8a52-420de0698fd3/4DNFI7M566WN.bed.gz	External	GRCm38	boundaries	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFI7M566WN	DNESXS1M9JR	boundaries for ES-E14TG2a in situ Hi-C DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/65888f70-4452-4ace-9080-15a5efccbae2/4DNFI3YIP7T8.bw	External	GRCm38	insulation score-diamond	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFI3YIP7T8	DNESXS1M9JR	insulation score-diamond for ES-E14TG2a in situ Hi-C DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f8cd5475-224a-47be-9816-7e3647d1508e/4DNFIILN95RY.bw	External	GRCm38	compartments	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFIILN95RY	DNESXS1M9JR	compartments for ES-E14TG2a in situ Hi-C DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/164872ed-bf4f-4cec-884b-0fabf8b9850d/4DNFIXKCK2FG.bed.gz	External	GRCm38	boundaries	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFIXKCK2FG	DNESBBYGJFA	boundaries for ES-E14TG2a in situ Hi-C DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/12e6050b-2a6d-4f90-90f4-2cf23cb48510/4DNFIKDYHEYS.bw	External	GRCm38	insulation score-diamond	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFIKDYHEYS	DNESBBYGJFA	insulation score-diamond for ES-E14TG2a in situ Hi-C DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8d152c70-a21d-4e64-8c6e-99e600c4e8ce/4DNFIJF5MQNG.bw	External	GRCm38	compartments	ES-E14TG2a	DpnII	merged replicates	Hi-C on E14Tg2 cell line		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFIJF5MQNG	DNESBBYGJFA	compartments for ES-E14TG2a in situ Hi-C DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a672d4d5-fd7b-4aab-ab3c-a66d8f4777c9/4DNFINEC19KO.bw	External	GRCm38	compartments	mESC line with Oct4-GFP	DpnII	unreplicated	Hi-C on mESC during neural differentiation		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFINEC19KO	DNESU4Y9CBF	compartments for mESC line with Oct4-GFP in situ Hi-C DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4a11ab80-d976-45df-88f8-d27382e22ebd/4DNFII6FUJ4X.bw	External	GRCm38	compartments	mESC line with Oct4-GFP	DpnII	unreplicated	Hi-C on mESC during neural differentiation		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFII6FUJ4X	DNESXI5NKKT	compartments for mESC line with Oct4-GFP in situ Hi-C DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/5d46db85-3151-451f-b5ea-9b29b99dd34f/4DNFIAHQV11G.bed.gz	External	GRCm38	boundaries	mESC line with Oct4-GFP	DpnII	unreplicated	Hi-C on mESC during neural differentiation		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFIAHQV11G	DNESUCLJAZ8	boundaries for mESC line with Oct4-GFP in situ Hi-C DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9c0c79b5-ce55-4432-b28c-7aff2c46edd5/4DNFIVV22ROZ.bw	External	GRCm38	insulation score-diamond	mESC line with Oct4-GFP	DpnII	unreplicated	Hi-C on mESC during neural differentiation		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFIVV22ROZ	DNESUCLJAZ8	insulation score-diamond for mESC line with Oct4-GFP in situ Hi-C DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8fbaf232-fde5-46d8-a5f3-c3c713c78aaf/4DNFITLDQ4SV.bw	External	GRCm38	compartments	mESC line with Oct4-GFP	DpnII	unreplicated	Hi-C on mESC during neural differentiation		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFITLDQ4SV	DNESUCLJAZ8	compartments for mESC line with Oct4-GFP in situ Hi-C DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/ef8e92c6-1455-4399-9f13-bd9fcaab25b8/4DNFIMMHY96D.bed.gz	External	GRCm38	boundaries	46C with Sox1-GFP	DpnII	merged replicates	Hi-C on mESC during neural differentiation		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFIMMHY96D	DNESJ9SIAV5	boundaries for 46C with Sox1-GFP in situ Hi-C DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6ebb5dde-6209-4d9d-ac04-154d75b9b182/4DNFIH9WBT2J.bw	External	GRCm38	insulation score-diamond	46C with Sox1-GFP	DpnII	merged replicates	Hi-C on mESC during neural differentiation		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFIH9WBT2J	DNESJ9SIAV5	insulation score-diamond for 46C with Sox1-GFP in situ Hi-C DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/30f78c62-8867-48a6-ac54-ccccc704f198/4DNFIRPD9QXK.bw	External	GRCm38	compartments	46C with Sox1-GFP	DpnII	merged replicates	Hi-C on mESC during neural differentiation		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFIRPD9QXK	DNESJ9SIAV5	compartments for 46C with Sox1-GFP in situ Hi-C DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/79758a48-5db3-4169-8eaf-75a644194283/4DNFI1S7FI1U.bed.gz	External	GRCm38	boundaries	mESC line with Oct4-GFP	DpnII	merged replicates	Hi-C on mESC during neural differentiation		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFI1S7FI1U	DNESDXUWBD9	boundaries for mESC line with Oct4-GFP in situ Hi-C DpnII	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3a6bc739-ac0b-44ec-a59f-b990a3fecde1/4DNFIMVJ2YV3.bw	External	GRCm38	insulation score-diamond	mESC line with Oct4-GFP	DpnII	merged replicates	Hi-C on mESC during neural differentiation		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFIMVJ2YV3	DNESDXUWBD9	insulation score-diamond for mESC line with Oct4-GFP in situ Hi-C DpnII	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/671e03fb-c1b9-4206-9ba3-e67185514484/4DNFI92FVZRB.bw	External	GRCm38	compartments	mESC line with Oct4-GFP	DpnII	merged replicates	Hi-C on mESC during neural differentiation		Giacomo Cavalli, UM	Bonev B et al. (2017) PMID:29053968	4DNFI92FVZRB	DNESDXUWBD9	compartments for mESC line with Oct4-GFP in situ Hi-C DpnII	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/ca816412-6ea3-4290-8767-b6c92014539d/4DNFIOCWM3BE.bed.gz	External	GRCm38	boundaries	CH12	MboI	merged replicates	Hi-C on CH12 +/- CTCF ZF domain		Rafael Casellas, NIH	Vian L et al. (2018) PMID:29706548	4DNFIOCWM3BE	DNES4GDH4BG	boundaries for CH12 in situ Hi-C MboI	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/dc3c049f-7edd-4c6a-9c3d-361b128ae122/4DNFIBB3KE1O.bw	External	GRCm38	insulation score-diamond	CH12	MboI	merged replicates	Hi-C on CH12 +/- CTCF ZF domain		Rafael Casellas, NIH	Vian L et al. (2018) PMID:29706548	4DNFIBB3KE1O	DNES4GDH4BG	insulation score-diamond for CH12 in situ Hi-C MboI	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9b70417c-2860-4367-8351-6cc4455f1c14/4DNFIOKK459D.bw	External	GRCm38	compartments	CH12	MboI	merged replicates	Hi-C on CH12 +/- CTCF ZF domain		Rafael Casellas, NIH	Vian L et al. (2018) PMID:29706548	4DNFIOKK459D	DNES4GDH4BG	compartments for CH12 in situ Hi-C MboI	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f4dce011-be28-492a-b57b-5e49bd998f72/4DNFIFB11SYI.bed.gz	External	GRCm38	boundaries	CH12	MboI	merged replicates	Hi-C on CH12 +/- CTCF ZF domain		Rafael Casellas, NIH	Vian L et al. (2018) PMID:29706548	4DNFIFB11SYI	DNES7C6LBWI	boundaries for CH12 in situ Hi-C MboI	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1c1e8790-8f5e-486a-b08e-a9907c3a0024/4DNFIIX8OSK6.bw	External	GRCm38	insulation score-diamond	CH12	MboI	merged replicates	Hi-C on CH12 +/- CTCF ZF domain		Rafael Casellas, NIH	Vian L et al. (2018) PMID:29706548	4DNFIIX8OSK6	DNES7C6LBWI	insulation score-diamond for CH12 in situ Hi-C MboI	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1cfcd013-8835-48cd-a613-456f0a9b4159/4DNFIWZHJAG8.bed.gz	External	GRCm38	boundaries	B cell derived cell line	MboI	merged replicates	Hi-C on activated B cells		Rafael Casellas, NIH	Vian L et al. (2018) PMID:29706548	4DNFIWZHJAG8	DNES3O1B45O	boundaries for B cell derived cell line in situ Hi-C MboI	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/ca218099-7e40-4079-9999-e49fb167d623/4DNFIJ3YB76R.bw	External	GRCm38	insulation score-diamond	B cell derived cell line	MboI	merged replicates	Hi-C on activated B cells		Rafael Casellas, NIH	Vian L et al. (2018) PMID:29706548	4DNFIJ3YB76R	DNES3O1B45O	insulation score-diamond for B cell derived cell line in situ Hi-C MboI	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9ca7781a-7fc8-4e12-8bb0-5bea0eeff22b/4DNFIQCD8E1J.bw	External	GRCm38	compartments	B cell derived cell line	MboI	merged replicates	Hi-C on activated B cells		Rafael Casellas, NIH	Vian L et al. (2018) PMID:29706548	4DNFIQCD8E1J	DNES3O1B45O	compartments for B cell derived cell line in situ Hi-C MboI	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/36288ed2-7226-48c8-a26f-af8322a01afd/4DNFIME4DWNP.bed.gz	External	GRCm38	boundaries	B cell derived cell line	MboI	merged replicates	Hi-C on activated B cells		Rafael Casellas, NIH	Vian L et al. (2018) PMID:29706548	4DNFIME4DWNP	DNESE1VMAMD	boundaries for B cell derived cell line in situ Hi-C MboI	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/ec669dc7-79d7-4d8b-a8eb-71875de8d607/4DNFINZFQUQY.bw	External	GRCm38	insulation score-diamond	B cell derived cell line	MboI	merged replicates	Hi-C on activated B cells		Rafael Casellas, NIH	Vian L et al. (2018) PMID:29706548	4DNFINZFQUQY	DNESE1VMAMD	insulation score-diamond for B cell derived cell line in situ Hi-C MboI	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/cc40829f-74a3-42dd-a58e-6e2fd82f6cf6/4DNFI87SSV81.bw	External	GRCm38	compartments	B cell derived cell line	MboI	merged replicates	Hi-C on activated B cells		Rafael Casellas, NIH	Vian L et al. (2018) PMID:29706548	4DNFI87SSV81	DNESE1VMAMD	compartments for B cell derived cell line in situ Hi-C MboI	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/46e53ae2-689c-4c91-b4b9-f7d0b4516e57/4DNFIILVZGVV.bed.gz	External	GRCm38	boundaries	B cell derived cell line	MboI	merged replicates	Hi-C on activated B cells		Rafael Casellas, NIH	Vian L et al. (2018) PMID:29706548	4DNFIILVZGVV	DNES25ABNZ1	boundaries for B cell derived cell line in situ Hi-C MboI	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/7d907f2c-e857-47d2-baa4-82084a9cddf4/4DNFIMTBCOOC.bw	External	GRCm38	insulation score-diamond	B cell derived cell line	MboI	merged replicates	Hi-C on activated B cells		Rafael Casellas, NIH	Vian L et al. (2018) PMID:29706548	4DNFIMTBCOOC	DNES25ABNZ1	insulation score-diamond for B cell derived cell line in situ Hi-C MboI	rgb(3,127,252)	rgb(11,177,250)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6f25043b-f631-4bba-ad31-4616556b97af/4DNFIQVI4A6S.bw	External	GRCm38	compartments	B cell derived cell line	MboI	merged replicates	Hi-C on activated B cells		Rafael Casellas, NIH	Vian L et al. (2018) PMID:29706548	4DNFIQVI4A6S	DNES25ABNZ1	compartments for B cell derived cell line in situ Hi-C MboI	rgb(249,88,148)	rgb(213,144,182)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/88959ada-9e91-43ce-a551-042d0ab4634b/4DNFISOTPNNT.bed.gz	External	GRCm38	boundaries	B cell derived cell line	MboI	merged replicates	Hi-C on activated B cells		Rafael Casellas, NIH	Vian L et al. (2018) PMID:29706548	4DNFISOTPNNT	DNES7ODZ4MZ	boundaries for B cell derived cell line in situ Hi-C MboI	rgb(0, 150, 0)	rgb(0, 150, 0)
https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/94e8f259-b9f1-4c20-90b4-b39e4c3a1210/4DNFI9WRIDXI.bw	External	GRCm38	insulation score-diamond	B cell derived cell line	MboI	merged replicates	Hi-C on activated B cells		Rafael Casellas, NIH	Vian L et al. (2018) PMID:29706548	4DNFI9WRIDXI	DNES7ODZ4MZ	insulation score-diamond for B cell derived cell line in situ Hi-C MboI	rgb(3,127,252)	rgb(11,177,250)
